tick	_total	create	finish	memory	needList	run
17218582	2949.8	95.6	0.2	272.6	494.5	2079.1
17218682	2981	41.3	0.1	380.5	584	1966.9
17218782	2708.1	86.9	0.2	354.5	517.5	1740.1
17218896	3246.7	95	0.1	349.2	494.2	2351.9
17218996	2921.4	24.6	0.2	388.1	531.6	1968.2
17219095	2816.6	9.5	0.1	365	502.2	1931.1
17219195	3177.5	5	0.2	289.9	593.5	2280.9
17219295	3031.5	17.8	0.2	341.1	596.3	2056.8
17219395	2796.2	33.9	0.2	304.6	517.2	1930.6
17219495	3570.9	49.8	0.2	354.8	612.6	2542.4
17219595	3084.2	64.8	0.2	298.3	529.3	2182.1
17219695	2522.8	17.8	0.1	293.9	531.7	1671.8
17219795	2693.1	59.9	0.2	264.7	521.7	1838.7
17219895	2830.9	64.4	0.1	245.6	498.1	2014.6
17219995	2708.8	67.5	0.1	306.3	461.1	1866.5
17220095	2829.8	30	0.1	302.6	498.6	1989.8
17220195	3053.6	68.3	0.1	251.4	492.4	2233.5
17220295	2691.7	51.6	0.1	196.5	449.7	1976.8
17220395	2502.7	39.8	0.1	208.5	512.2	1736.3
17220526	3223.1	58.8	0.1	404.5	582.9	2248
17220632	3067.3	68.5	0.2	332.5	595	2230.2
17220732	3000.9	8.7	0.2	254	506.5	2223.4
17220832	3868.3	29.2	0.2	348.8	551.3	2927.7
17221032	2796.2	17.4	0.1	337.5	510.2	1921
17221132	2645.3	13.3	0.1	214.5	540.5	1868.3
17221235	3200.8	4.8	0.1	271.5	497	2416
17221335	2776.1	9	0.1	265.5	547.6	1945.6
17221436	2765.5	18.7	0.1	257.5	512.9	1969.2
17221536	3173	14.1	0.1	272.6	459.6	2418.9
17221636	3294.5	2.8	0.1	308.6	546.3	2428.7
17221736	2910.8	4.2	0.2	294.5	517.4	2085.4
17221836	2959.9	19.1	0.1	322.6	529.2	2079.1
17221936	3126.8	2.4	0.1	335.5	510.6	2268.2
17222036	3064.8	5.1	0.1	357.4	597	2095.1
17222136	2834.1	18.1	0.1	264.8	534.7	2007.1
17222236	3303.7	9	0.1	362.2	527.5	2394
17222345	3162.4	28.7	0.2	375.8	531.3	2245.4
17222467	3157.6	26.1	0.2	379.2	571.9	2238.8
17222567	3033.9	45.1	0.2	350.1	558.1	2071.6
17222667	2881.3	58.7	0.1	243.5	505.1	2061.9
17222867	2836.5	26.7	0.2	432.1	448.2	1922.1
17222967	3137.2	6.5	0.1	268.5	532.8	2319.7
17223067	3017.8	8.7	0.1	293.7	594.8	2110.1
17223167	2849.7	7.9	0.1	328	506.2	1996.9
17223267	2912.2	5.8	0.1	327.4	538.5	2031.3
17223367	3302.7	3.7	0.1	284.3	552.5	2453.5
17223467	3334.1	12.1	0.1	251.7	553.2	2508.9
17223567	3482.5	13.9	0.2	336.1	612	2510.2
17223667	3365.6	11.2	0.2	272.8	587.8	2472.7
17223767	3614.1	7.3	0.2	328.7	601.8	2665.8
17223867	3445.6	5.8	0.1	300.3	525.1	2606.1
17223967	3236.4	5.9	0.1	239.9	481.3	2502.1
17224067	3308.9	4.7	0.1	236.3	530.6	2530.5
17224167	3239.4	8.9	0.1	263.6	548	2410
17224267	3612.6	17.5	0.2	353.7	600.1	2633.5
17224388	3977.3	19.7	0.2	393.7	631.7	2995.3
17224488	3303.7	9	0.1	330.6	553.4	2401.7
17224587	3816.4	14.1	0.2	413.3	694.9	2672.5
17224687	4390	21.6	0.2	393.5	625.5	3338.3
17224787	3991.4	9.4	0.2	393.5	627.6	2948.9
17224887	4110.9	13.8	0.2	462.8	713.7	2911.4
17224987	3913.8	35.6	0.2	356.7	532.3	2980.4
17225087	4062.9	42.4	0.2	492.7	593.9	2924.5
17225187	3777.8	22.3	0.2	404.6	549.2	2794.4
17225287	3897.1	29.2	0.2	441.5	598.6	2788.7
17225387	4240.9	17.9	0.1	345	678.8	3189.6
17225487	3786.6	23.9	0.1	316.7	561.4	2875.6
17225587	3489.5	15.8	0.1	334.8	569.6	2560.8
17225687	4475.3	10	0.1	359.2	625.8	3470.5
17225787	3937.8	21.3	0.2	345.5	669.8	2891.8
17225887	3744.4	7.8	0.2	327.6	719	2680.1
17225987	3780.4	20	0.2	331.2	622.8	2796
17226087	3749.1	51.6	0.2	373.4	612.6	2702.2
17226187	3816.9	32.4	0.6	350.9	697.7	2726.2
17226287	3890.8	58.2	0.2	355.6	594.6	2872.7
17226387	3570.6	68.6	0.2	331.4	596	2565.6
17226487	3502.4	50.1	0.2	408.3	634.3	2387.8
17226587	3671.8	45.7	0.2	339.2	606.4	2654.8
17226687	3585.2	68.4	0.2	267.2	601.9	2640
17226787	2992.8	34.4	0.1	378.7	491.3	2079.3
17226887	3645.6	41.9	0.1	398.6	492.1	2704.6
17226987	3638.1	56	0.2	331.4	466.3	2776.6
17227087	3648.9	42.8	0.1	447.5	528.7	2621.8
17227187	3790.1	21	0.2	477	574.5	2709
17227287	3824.4	50.8	0.2	380	484.2	2900.4
17227387	3642.2	16.6	0.1	307.5	541.9	2748
17227487	3714.7	9.6	0.1	298.9	529.3	2867.2
17227587	4018.2	18.3	0.1	355.5	502.2	3132.2
17227687	3446	11.3	0.1	353.8	503.6	2568.4
17227787	3707.4	5.3	0.1	354.4	548	2790.8
17227887	3382.2	16.1	0.1	349.8	555.8	2452.3
17227987	3867.8	8.4	0.2	379.3	584.6	2886.5
17228087	3644.4	27.9	0.1	369.6	602.2	2634.9
17228187	3577.2	53.3	0.2	319.1	611	2584.7
17228287	4018.2	46.7	0.2	359.9	628.2	2973.7
17228387	3954.6	23.2	0.1	387	569.9	2965
17228487	3843.4	38.4	0.2	363.8	722.1	2710.7
17228587	3752.9	30	0.1	305.4	516.6	2892.5
17228687	3712.7	6.9	0.1	350.4	583.2	2763
17228787	3783.5	22.9	0.1	500.8	577	2673.8
17228887	3702.5	16.7	0.1	338.3	502.1	2835.7
17228987	3884.1	4.9	0.1	398.2	592	2880.4
17229087	3820.7	18.1	0.1	380.9	581.6	2832.3
17229187	3746.8	10.8	0.1	262.9	589.3	2876.5
17229287	3870.9	9	0.2	338.6	603.2	2908
17229387	3844.4	12.6	0.1	378.8	581.5	2862.4
17229487	3815.3	9.8	0.2	351.6	670.1	2774.6
17229588	4181.8	3.6	0.1	322.6	570.6	3276.2
17229688	4036.2	14.1	0.2	458.1	646.3	2908
17229788	4018	20.5	0.2	522.4	640.2	2825.7
17229888	3953.1	14.4	0.2	333	632	2963.9
17229987	3805.6	18.7	0.2	332.8	599.5	2845.3
17230087	3962.4	65.1	0.2	396.9	638.3	2852.8
17230287	4476.2	39.9	0.1	353.8	653.5	3420.4
17230387	3292.4	34.2	0.1	286.5	516.4	2447.8
17230487	3771.9	42.5	0.1	346.3	518.9	2856.2
17230587	3675.5	24.4	0.1	340.1	524.9	2777.8
17230687	3159.4	18.6	0.1	323.6	511.9	2297.1
17230787	3429.1	47.3	0.1	322.7	548.3	2502.6
17230887	3403.5	72.6	0.2	318.1	486.7	2517.8
17230987	3078.4	37.4	0.2	292.8	545.2	2194.7
17231087	3098.2	34.7	0.2	358.5	513.1	2184.3
17231187	3623.6	46	0.2	285.7	507.8	2777.5
17231287	3334.8	37.1	0.2	372.9	515.6	2402.1
17231387	2977	32.7	0.2	358.5	496.7	2065.7
17231487	3822.3	56.5	0.2	407.5	588	2761.2
17231587	3831.2	24.8	0.2	369.9	574.3	2853.5
17231687	3427.5	47.2	0.2	390	504.9	2476.8
17231787	3931.7	60.8	0.2	287.8	614.1	2961.3
17231887	3626.5	63	0.2	330.2	561.1	2665.4
17231987	4061.1	16.5	0.1	358.7	560.2	3118.6
17232087	4335.6	8.5	0.1	407.7	528.4	3384.1
17232187	4343.7	6.8	0.1	410.9	599.6	3206.8
17232287	3913.8	6.2	0.1	359.4	551.1	2988.1
17232387	4390.8	9.5	0.1	336.8	626.4	3411
17232487	4231.1	9.5	0.1	399.7	580.4	3234.5
17232587	3923.8	3.5	0.1	255.7	697.3	2960.6
17232687	4065.5	28.9	0.1	307.2	721.1	3000.9
17232787	3891.1	56.7	0.2	359.6	648	2819.5
17232887	3915.9	18.9	0.1	364.9	581.2	2943.7
17232987	3728.4	12.5	0.2	458.6	562.3	2687.9
17233087	4064.7	15.4	0.1	326.2	591.7	3123.7
17233187	3861.4	11	0.1	299.5	521.4	2873.9
17233287	3675.5	7.5	0.1	379.4	658.4	2622.1
17233387	3679.8	13.1	0.1	299.2	524.1	2836.1
17233487	3680.1	14.8	0.1	266.3	650	2741.7
17233587	3794.8	32.9	0.1	281.3	707.1	2765.4
17233687	3851.7	49.4	0.2	354.1	735	2704.4
17233787	3939.4	54.8	0.2	315.6	784	2775.9
17233887	4417.9	33.3	0.2	412.1	661.1	3302.1
17233987	3874.1	10.5	0.1	361	605.1	2877.7
17234087	3976.8	13	0.1	332.7	692.9	2931.6
17234187	4179.9	7.8	0.1	316.5	684.3	3164.5
17234287	4157.7	10.3	0.1	359	715.6	3065.7
17234387	3986.3	13.1	0.1	376.4	602.7	2986.1
17234487	4719.2	12.2	0.1	488.4	632.3	3578
17234587	4390.9	12.3	0.1	361.9	659.2	3350.5
17234687	4151.7	11.6	0.1	386.7	667.2	3079.4
17234787	4550.2	13.9	0.1	406.2	784.5	3338.3
17234887	4480.1	18.8	0.1	363	677.8	3413.6
17234987	4239.6	4.8	0.1	285.3	768.6	3172.9
17235087	4223.4	9.3	0.2	333.3	701.9	3171.2
17235197	4109.8	7.6	0.2	315.8	759.9	3018.2
17235297	3991.6	7	0.1	406.7	631.9	2937.7
17235397	4256.5	14.9	0.1	408.1	660	3165.5
17235497	4079.5	9.6	0.1	369.2	731.6	2961.8
17235597	4035.4	8.2	0.1	315.6	673	3019.3
17235696	4464	10.8	0.2	401.1	699.3	3339.7
17235796	4597.9	11.3	0.1	381.7	762.7	3423.3
17235896	4818.1	15.1	0.2	464.3	740	3588
17235996	4411.1	19.5	0.1	354.7	607.5	3420.2
17236096	3855	12	0.1	233.8	594.7	3005
17236196	4024	30.3	0.1	346.3	612.6	3025.2
17236296	4347	18.3	0.1	372.2	613.3	3333.9
17236396	3939.5	20.3	0.1	324.6	608.6	2977.1
17236496	3882.5	4.3	0.1	351.5	634.7	2882
17236596	3816	7.4	0.1	339.9	616.1	2842
17236696	3847.1	16.1	0.1	326.7	604.7	2889.4
17236796	4204.5	21.7	0.1	304.5	704.7	3163.1
17236896	4423.6	15.3	0.2	494.7	681.1	3221.7
17236996	4205.4	11.8	0.1	322.9	659.4	3200.2
17237096	4386	12.9	0.1	485.4	684	3193.3
17237196	4238	7.6	0.1	327.1	599.3	3294.1
17237296	4054.4	10.8	0.1	332.7	626.9	3074.5
17237396	4041.1	6.2	15.8	378.7	665.2	2966.4
17237496	4070.2	16.6	0.1	262.7	613.6	3169.1
17237596	4006.1	21.9	0.1	327.5	601.1	3047.4
17237696	4014.8	9	0.1	300.5	641.8	3055.7
17237796	4061.2	13.3	0.2	319.7	614.2	3107.3
17237896	3814.2	6.8	0.1	353.4	599.1	2848.1
17237996	3738.3	17	0.1	286.9	615.8	2810.8
17239200	2869.3	44	0.3	333.6	551.3	1919.5
17239300	2914.5	43.3	0.1	343.7	513.8	2005.2
17239400	3094.3	48.6	0.1	263.8	565.3	2209
17239500	2996.2	41.4	0.1	249.1	493.3	2206.2
17239600	3263.3	11.8	0.1	366.8	561.8	2312.7
17239700	3264.2	32.9	0.2	298.5	557.9	2365.6
17239800	3592.3	21.4	0.2	327.5	548.1	2686.5
17239900	3364.6	28.6	0.1	288.6	613.5	2426.2
17240000	3494.3	44.3	0.2	372.8	596.1	2473.2
17240100	3497.5	48.4	0.1	234	529.5	2677.9
17240200	3937	50	0.2	280.8	587.6	3010.6
17240300	3985.9	27.4	0.6	316.7	572	3060.3
17240400	3982.8	8.6	0.1	365.3	582	3017.9
17240501	3868.7	24.8	0.1	342.9	565.1	2926
17240601	3891.2	36.5	0.1	303.5	560.4	2981.6
17240701	3701.1	14.9	0.1	297.3	542.2	2837.6
17240801	4316.2	8	0.1	388	626.2	3285.4
17240901	3855.9	5.1	0.1	309.9	592.8	2922.9
17241001	3558.9	14	0.1	297.8	611.2	2628.2
17241101	4223.5	12.3	0.1	311.3	647.3	3243.8
17241200	4358	7.7	0.1	325.7	667.2	3348.7
17241300	4324.6	6.8	0.2	347	661.1	3298.3
17241400	4818.6	18	0.1	475.8	721.7	3593.1
17241500	4342.8	16.5	0.1	368.6	699.3	3251.4
17241600	4001.6	10.6	0.1	327.1	615.4	3042.8
17241700	4641.6	17.7	0.1	353.2	761	3502.8
17241800	4164.9	8.6	0.2	319.4	707.5	3123.2
17241900	4012.1	2.3	0.1	285.8	686.9	3031.1
17242000	4307.4	26.9	0.2	350	730.8	3191.7
17242100	4147.7	16.2	0.3	417.5	719.7	2986.1
17242200	3912.5	27.3	0.1	359.5	655.4	2862.9
17242300	4281.2	19.5	0.2	305.6	701.7	3246.1
17242400	3438.5	9.7	0.1	300.8	619.5	2501
17242500	3760.7	10.6	0.1	415.5	517.8	2808.6
17242600	4027.5	7	0.1	336.3	562.7	3114.3
17242700	3890.7	6.4	0.1	380.4	647	2848.9
17242800	3879.5	8	0.1	374.4	704	2786
17263695	4379.2	27	0.1	337.5	687.1	3307
17263795	3988.5	22.6	0.1	411.9	736.3	2810
17263895	4221.2	49.9	0.1	467.7	666	3029
17263995	4171.8	43.6	0.1	326.8	678.3	3115.2
17264095	3841.4	19.8	0.1	251.1	659.7	2894.3
17264195	4066.9	36.4	0.1	323.3	749.1	2935.7
17264295	4386.9	33.2	0.1	314.1	699.2	3332.2
17264395	3957.8	25.8	0.1	445.3	694.8	2783.2
17264495	4413.9	47.6	0.2	491.7	761.4	3104.9
17264595	4745.2	32.4	0.2	365.8	722.2	3615.7
17264695	4276.4	23.3	0.2	336.7	752.8	3155.1
17264795	3997.5	22.2	0.1	463	641.6	2862.8
17264895	4661.8	27.9	0.1	418.3	717.5	3489.3
17264995	4265.7	8.7	0.2	355.4	705.3	3186.4
17265095	3909.6	20.8	0.2	342.5	679.7	2857.4
17265195	4394.7	21	0.2	380	796	3187.9
17265295	3986.6	11.3	0.1	329.1	706.1	2931.1
17265395	3906.4	14.3	0.1	354.5	675.1	2853.8
17265496	4349.7	39.3	0.1	426.1	622.4	3252.9
17265596	4495.8	23.3	0.2	331.9	828.9	3302.4
17265696	3931.3	25.3	0.2	330.9	726.8	2839.3
17265796	4288.3	33.1	0.2	448.2	651.7	3133.3
17265896	3990.9	13.1	0.2	459.1	598.4	2911.4
17265996	3535.1	46.3	0.1	322.7	561.9	2596.2
17266096	3803.3	33.9	0.2	468.2	645.9	2646.7
17266196	3971.2	116.4	0.1	332.1	695.7	2816.3
17266296	3407.8	55.1	0.1	365.8	550.8	2426
17266396	3734.6	78.8	0.1	403.5	567.8	2656.8
17266496	4130.7	61.7	0.2	372.1	654	3032.4
17266596	3619.9	63.4	0.1	306.9	645.1	2595.4
17266696	3578.9	65.7	0.2	367.9	642.4	2491.6
17266796	3953.6	38.5	0.2	326.3	619.6	2959.4
17266896	3382.1	63.9	0.2	306.3	565.3	2437.9
17266996	3505.4	61.2	0.1	486.7	562.1	2387.2
17267096	3497.9	21.1	0.1	268.1	581.8	2618.7
17267196	3294.1	20.4	0.1	297.5	532.2	2436.8
17267296	3318.6	67.3	0.1	294.2	507.3	2425.2
17267396	3470.8	44.1	0.2	316.4	567.9	2534.4
17267496	3202	62.5	0.1	357.2	502.2	2271.7
17267596	3131.5	60.9	0.1	273	547	2242.1
17267696	3150.1	49.8	0.1	377.4	536.1	2178.3
17267796	3184.6	71.4	0.1	307.7	539.1	2256.4
17267896	3126.8	63	0.1	428.6	504.8	2107.7
17267996	3443.6	51.9	0.1	346.4	603.1	2423.9
17268096	3292.4	54.7	0.1	323.1	589.1	2317.7
17268196	3149.9	72.9	0.3	408.2	532.2	2128.9
17268296	3265.5	34.7	0.2	382.7	605.7	2234.2
17268396	3396.8	53.4	0.2	261.9	530.5	2542.2
17268496	3548.6	56.6	0.2	388	588.6	2505.9
17268596	3353.9	31.4	0.2	436.5	533.4	2344.5
17268695	4404.9	99.2	0.2	415.8	678.3	3202.2
17268795	4106.2	47.9	0.2	360.1	669.3	3018.7
17268895	3966.1	49.6	0.2	407	631.3	2868.1
17268995	3969.6	73.3	0.1	311.1	650.4	2925.9
17269095	3577.1	61.8	0.1	197.8	572.1	2737.1
17269195	3642.6	19.2	0.1	326.8	576.2	2711.6
17269295	3859.2	36	0.1	300.6	570.2	2943.8
17269395	3865	41.9	0.1	318.7	563.2	2932.8
17269495	3926.5	27	0.1	361.9	554.2	2975.3
17269595	3996.9	9.7	0.1	272	552.5	3135.8
17269695	3883.5	6.2	0.1	302.4	586.7	2982
17269795	3961.9	2.4	0.1	376.9	715	2859.8
17269895	3960.5	24.5	0.2	365.2	610.5	2951.8
17269995	4033.4	18.7	0.2	278.7	567.6	3160.4
17270095	4294.3	8	0.1	420.4	604	3254.2
17270195	3944.5	21.1	0.1	292.5	604.3	3019.4
17270295	4063.5	21	0.1	342.4	539.6	3153.3
17270395	3860.1	4.9	0.1	388.7	564.9	2894.5
17270495	4045.8	25	0.1	381.4	641.7	2990.1
17270595	4087.1	18.3	0.1	335	629.4	3097.5
17270695	3624.1	8.9	0.1	331.9	602.7	2673.3
17270795	3967.8	11.8	0.1	410.6	654.7	2882.9
17270895	4115.6	9.7	0.1	231.3	603.4	3264.8
17270995	3662.1	2.3	0.1	303.3	624.5	2725.4
17271115	4296.9	14	0.2	396.8	732.3	3206.7
17271315	3829.5	6.6	0.1	271.8	594.5	2949.1
17271415	4042.9	23.5	0.2	315.8	640.8	3053.5
17271715	4052	11.4	0.1	381.1	572.6	3078.6
17271815	4458.1	22.7	0.1	415	600.1	3413.1
17271915	4108.9	5.6	0.1	448	580.4	3067.5
17272015	4220.2	12.7	0.1	379.6	761.7	3058.1
17272115	4040.4	33.4	0.1	238	632.1	3130.3
17272215	4332.8	41.3	0.1	246.4	718.8	3320
17272315	4176.2	5.2	0.1	280.5	714.3	3168.3
17272415	4021.8	19.1	0.1	308.4	612.3	3073.6
17272515	4119.8	19.6	0.1	322.4	696.3	3072.1
17272715	4213.9	10.8	0.1	337.1	692.7	3164
17272815	3974.5	14.6	0.1	410	622.2	2918.3
17272916	4034.4	8.8	0.1	334.8	648.9	3032.9
17273116	3796.2	20.3	0.1	301.1	649	2817.1
17273216	4317.7	20.5	0.1	376.9	605.4	3306.5
17273316	4106.5	32.2	0.1	448.2	587.3	3029.9
17273416	3835.2	17.3	0.1	300.7	555.9	2953
17273516	4077.9	22.2	0.1	320.7	584.8	3142.2
17273616	4095.2	15.2	0.2	295.7	658.2	3118.6
17273716	4021.9	17.4	0.1	410.5	696.8	2890.1
17273816	4036.9	11.3	0.1	328.3	659.2	3030.9
17273916	4040.5	3.8	0.2	346.6	657.2	3024.3
17274016	3954.3	17	0.1	353.4	622.5	2953.3
17274116	4079.4	24.4	0.1	290	717	3040.3
17274216	4000.7	12.3	0.1	367.5	729.8	2883.5
17274315	3652.4	46.9	0.1	275.2	576.1	2746.1
17274415	4109.3	31	0.2	360.9	727.5	2980.2
17274515	4013.2	19.2	0.2	353.3	783.3	2847
17274615	4340.7	76	0.2	390.9	721.8	3143.3
17274715	3615.8	31.2	0.1	286.2	595.9	2696.3
17274815	3614.4	13.3	0.2	324.8	537.2	2732.1
17274915	3430.8	21.8	0.2	431.7	505.1	2464.6
17275015	3524.5	32.9	0.1	382.4	549.8	2551.3
17275115	3832.6	19	0.1	261.8	618.9	2924.3
17275215	3632.4	31.9	0.3	293.4	614.5	2684.5
17275315	3674.5	4.3	0.2	242.2	588.1	2832.2
17275415	3305.2	5.7	0.1	275.4	540.4	2476.3
17275515	3526	27.8	0.1	341.8	553.8	2594.7
17275615	3735.6	16.3	0.1	325.6	545	2841.8
17275715	3894.6	13.3	0.1	368	603.9	2902.2
17275815	3585.9	31.3	0.1	311.2	589.9	2645
17275915	3716.3	62	0.2	297.6	592.8	2755.5
17276015	4034.9	38.7	0.2	319.9	564.3	3103.8
17276115	3744.7	26.7	0.2	353.7	598.3	2756.5
17276215	3731.5	44.3	0.2	288.3	558.9	2831
17276315	3857.2	55	0.2	392.7	546.8	2853.7
17276415	3770.4	54.8	0.2	455.9	569.6	2681.6
17276515	3732.9	42.2	0.2	322.6	516.5	2843.9
17276615	3742.8	42.8	0.2	288.2	534.3	2869.9
17276716	3716.2	48.8	0.2	364	554.6	2731.5
17276816	3800.7	43.6	0.2	292	557.3	2901.7
17276916	3929.5	40.7	0.1	248.3	545.7	3089.4
17277016	4286	52.6	0.2	290	617.3	3318.1
17277116	4107.5	41.4	0.2	332.1	614.7	3111.7
17277216	3993	10.4	0.1	364.8	591.5	3018.7
17277316	4014.5	7.9	0.1	322.5	593.1	3082.9
17277416	3952.1	31.6	0.2	306.1	604.1	3002.8
17277516	3984.2	14.9	0.2	266.1	830	2865.5
17277617	4073.8	19.8	0.2	381.8	668.4	2995.3
17277717	4169.5	13.8	0.1	381.3	627.6	3126.6
17277817	3688.9	19.5	0.1	371.2	537.5	2753.2
17277918	4085.1	9	0.1	376.5	574.5	3117.1
17278018	3849.7	18.4	0.1	387.3	579.4	2843.6
17278118	3896.6	32.4	0.2	298.3	633.6	2924.1
17278218	3868.3	19.3	0.1	391.5	554.8	2894.6
17278318	4070.9	4.8	0.1	346.6	572.3	3139
17278418	3787.6	23.7	0.1	330.4	545.7	2880.1
17278518	4014.1	14.7	0.2	327.3	573.5	3090.3
17278618	4112	13.1	0.1	400	692.9	2997.6
17278718	3901.6	6.3	0.2	336.2	650.8	2900.8
17278818	4144.7	10.5	0.2	371.9	671.6	3082.3
17278918	4137.8	14.9	0.1	406	729.4	2979.6
17279018	3714.2	18.6	0.2	359	658.5	2670.8
17279118	3960.7	14.3	0.1	287.9	690.3	2960.7
17279218	4447.6	24	0.2	477.2	692.8	3245.2
17279318	3944.4	5.7	0.1	388.3	669.1	2873.8
17279418	3922.5	12	0.1	277.2	794.5	2831.7
17279518	4013.1	21.9	0.1	278.6	691.4	3012.8
17279618	3806.1	18.1	0.1	427.3	608.7	2743.8
17279718	4238.2	35.7	0.2	425.8	674.7	3093.3
17279818	3883.7	46.9	0.1	313.7	598.4	2917.5
17279917	4319.8	14.1	0.1	359.1	731.2	3205.4
17280018	4335.7	11.3	0.2	336.6	748.6	3228.8
17280118	4294.5	12.4	0.2	377.8	656.3	3238.3
17280218	4108.6	23.2	0.1	420.4	667.8	2988.6
17280318	4071.4	13.8	0.1	330.7	748.2	2970
17280418	3789.3	10.5	0.1	429.6	664.7	2675.8
17280518	4085.3	22.6	0.1	356.6	707.1	2990.5
17280618	3955.1	8.3	0.1	327.2	755.9	2855.4
17280718	3837.2	15.6	0.2	354.1	728	2732
17280818	3944.5	17.8	0.1	266.2	642.9	3009
17280918	3562.8	8.9	0.1	307.4	680.9	2556.6
17281018	4376.3	15.9	0.1	396.2	712.8	3242.3
17281118	3989.3	18.5	0.1	408.7	690.7	2861.7
17281218	3564.9	17.3	0.1	309.4	667.9	2561
17281318	4331.2	49.6	0.2	486	774.2	3011
17281418	4069.3	46.1	0.2	417.8	624.1	2971.9
17281518	3786.9	20.9	0.1	328.5	612.6	2813.4
17281618	4165	38.6	0.4	304.8	576.4	3234.5
17283218	3748.2	43.9	0.1	389.5	576.3	2730.2
17283318	3954.9	50.2	0.1	385.3	531	2978.9
17283418	4233.9	25.9	0.1	379.9	719.4	3099.3
17283518	4025	38.7	0.2	384.1	594.9	2998.1
17283618	3891.9	6.4	0.1	334.3	569.8	2970.5
17283718	4000.7	36	0.2	332.6	558.8	3063.7
17283818	3750.3	30.5	0.2	388.5	625.1	2695.8
17283918	3577.6	51.1	0.2	442.9	598.2	2474.8
17284018	3633.4	40.3	0.2	474.3	640.4	2467.7
17284118	3643	49.8	0.2	511	561	2510.9
17284218	3386.3	43.4	0.2	469.1	508.6	2343.7
17284318	3061.6	45.5	0.2	266.2	528.9	2211.3
17284418	3558.1	77.7	0.2	464.9	568.9	2435.9
17284518	3299.4	113.6	0.2	453.9	507.8	2213.6
17284618	2925.8	48.1	0.1	317.3	468.1	2082.9
17284718	3434.1	70.8	0.2	397.6	557.2	2396.9
17284818	3343.5	41.4	0.2	427.1	576	2288.5
17284918	3246.3	60.8	0.2	479.2	479.8	2216
17285018	3256.3	52.4	0.2	376	547.3	2269.8
17285118	3300.8	41.5	0.2	387	453	2409
17285218	3278.2	42.9	15.9	435.7	468.5	2305.1
17285318	3251.1	68	0.2	324.5	521.2	2326.6
17285417	3449	63.8	0.2	314.9	570.7	2479.4
17285517	3504.6	77.9	0.8	386.9	581.7	2447
17285617	3265.6	36.2	0.1	341.5	607.3	2271
17285717	3407.3	102.1	0.1	318.8	524.1	2440.9
17285817	3429.7	32	0.1	231.6	507.8	2651.5
17285917	3271.4	49.1	0.2	354.9	516.2	2341.7
17286017	3615.7	49.6	0.2	313.9	518.5	2724.2
17286117	3890.1	33	0.2	377.2	501.7	2968.8
17286217	3776.7	39.4	0.2	398.9	571.9	2756.8
17286417	3866.1	74.9	0.2	358.3	550.3	2872.6
17286717	4170.9	33.4	0.1	407.9	529.8	3192.2
17286818	4245.9	32.9	1	441.2	622.2	3139
17286918	4435	7.1	0.1	444.3	621.3	3352.2
17287018	4452.2	40.5	0.2	477.7	599.7	3324.4
17287118	4321.7	18.1	0.1	377	676.7	3240.3
17287218	3988.6	10.6	0.1	305.8	618.9	3045.3
17287318	3979.2	10.6	0.2	375.7	549.9	3033.8
17287418	4144.6	5	0.2	315.5	641.1	3173.7
17287618	3946.4	11.2	0.2	341.4	630.1	2952.9
17287718	4148.3	27.5	0.2	339.5	559.6	3210.7
17287818	3998.5	16	0.2	372.9	547.9	3051.5
17287918	3873	27.3	0.2	390.9	594.9	2839.6
17288018	4002.1	29.8	0.2	381.2	602.2	2978.7
17288118	4153.5	9.9	0.2	305.1	571.9	3256.3
17288218	3793	19.3	0.1	351.4	623.1	2790.9
17288419	3684.1	12.1	0.1	370.6	533.3	2758.4
17288519	3938.4	7	0.1	308.1	585.6	3027.7
17288619	3857.3	11.1	0.1	277.6	607.4	2951.5
17288719	3743.1	10.4	0.1	350.1	621.1	2751.8
17288819	3910	13.6	0.1	325.1	612.5	2949.1
17288919	4061.3	7.9	0.1	388.6	677.9	2976.8
17289019	4067.5	21	0.4	399.3	617.1	3019.1
17289119	3774	9.9	0.1	317.1	638.5	2787.2
17289219	3961	14.1	0.2	351.6	547	3038.5
17289319	3874.1	8.4	0.1	348.3	595.9	2893.9
17289419	3670.7	17	0.1	280.7	565.4	2797.7
17289519	3548	38.4	0.2	300.8	584.4	2614.8
17289619	3830.4	17	0.1	440.9	565.3	2797.3
17289719	3833.1	4.8	0.1	381.2	594.5	2843
17289819	3902.8	7.5	0.1	281.2	749	2854.7
17289919	3827.3	11.9	0.1	320.4	605.6	2880.1
17290019	4033.7	10.6	0.1	422.1	645.6	2946.6
17290119	3939.5	14.6	0.1	370	624	2921.2
17290219	3503.3	12.1	0.1	295.1	540.3	2646
17290319	4284.1	8.7	0.1	448.3	613.3	3204.4
17290420	3925.6	14.5	0.1	342.8	627.1	2931.3
17290520	3988.9	7.6	0.2	400.5	614.9	2955.8
17290620	4209.3	31.2	0.1	348.3	587.4	3233.1
17290720	3976.6	55.1	0.1	331.6	661.4	2918.5
17290820	4016.1	43	0.2	365.8	684.9	2913
17291120	4026.2	14.3	0.2	363.3	663.4	2975.1
17291220	4113.5	25.3	0.1	438.6	551	3088.5
17291320	4131.9	3.3	0.1	351.8	575.8	3191.5
17291420	3786.7	5.7	0.1	352.7	651.5	2768.9
17291520	4042.2	19.6	0.1	383.7	772.2	2859.1
17291620	4099	12	0.1	395.4	690.4	2991.8
